Open,High,Low,Close,Adj Close
23.054667,23.054667,22.123333,22.524,22.524
22.742001,22.816,22.491333,22.756666,22.756666
22.599333,23.566,22.553333,23.518,23.518
23.501333,23.777332,23.316,23.528667,23.528667
23.615999,23.712667,23.153334,23.203333,23.203333
23.152,23.156668,22.648001,23.044001,23.044001
22.632,23.27,22.583332,23.157333,23.157333
23.311333,23.564667,23.133333,23.545334,23.545334
23.57,23.896,23.521334,23.726667,23.726667
23.741333,23.839333,23.579332,23.693333,23.693333
23.586666,23.699333,23.059334,23.306,23.306
23.299999,23.398666,22.770666,22.968666,22.968666
23.065332,23.498667,22.896667,23.374001,23.374001
23.266001,23.318666,22.82,22.893333,22.893333
23.423332,24.247334,23.333332,24.246,24.246
24.299334,24.584,24.026667,24.183332,24.183332
24.254667,24.538,23.972668,24.415333,24.415333
24.288668,25.197332,24.175333,25.176001,25.176001
24.967333,25.333332,24.846666,25.320667,25.320667
25.35,25.974001,25.178667,25.666668,25.666668
25.333332,25.492666,24.904667,25.006666,25.006666
24.866667,25.216667,24.738001,24.927334,24.927334
24.993334,25.122,24.300667,24.431999,24.431999
24.432667,24.66,23.392,23.406,23.406
23.543333,23.831333,22.858667,22.999332,22.999332
23.395332,23.416,22.726667,23.016666,23.016666
23.326668,23.432667,22.700001,22.731333,22.731333
22.658667,22.85,22.360001,22.639999,22.639999
22.790667,22.978666,22.573334,22.74,22.74
22.834667,22.913334,22.367332,22.768667,22.768667
22.393333,23.236668,22.085333,23.209333,23.209333
23.416668,23.908001,23.306667,23.667334,23.667334
23.733334,23.829332,23.423332,23.688667,23.688667
23.540001,24.006666,23.483334,23.792,23.792
23.309999,23.450001,22.844667,22.862667,22.862667
23.120001,23.708668,23.035334,23.705999,23.705999
23.592667,23.84,23.41,23.639999,23.639999
23.530001,23.985332,23.509333,23.712,23.712
23.798668,23.899332,23.578667,23.704666,23.704666
23.584,23.632,23.143999,23.373333,23.373333
23.393999,23.747999,23.337999,23.716667,23.716667
23.731333,24.200001,23.608667,23.976667,23.976667
23.704,23.809999,23.213333,23.454,23.454
23.512667,23.636667,22.955999,23.006666,23.006666
23.325333,23.33,22.416668,22.468,22.468
22.586666,22.853333,22.410667,22.489332,22.489332
22.446667,22.5,21.570667,21.722668,21.722668
21.851999,22.015333,21.546667,21.744667,21.744667
21.316668,21.639334,21.110666,21.391333,21.391333
